Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Cape Verde,Country_China,Country_Colombia,Country_Croatia,Country_Czechia,Country_Denmark,Country_Ecuador,Country_England,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Iran,Country_Ireland,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Romania,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Serbia,Country_South Africa,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Uruguay,Country_nan
Bruno Meunier,26,73,Resilient,8249,194.0,2039-06-30,475000.0,67.0,England (Premier Division),English Premier Division,2035-01-01,50.0,8,13,17,17,10,16,15,8,14,9,12,17,9,15,17,15,16,16,13,12,16,16,9,16,12,17,13,9,4,6,10,4,16,14,11,10,,6.98,4 (13),Not set,- - -,17,0,England,1637.0,25.98904859685147,0.010951403148528405,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Trond Torvund,26,71,Mercenary,3248,2.25,2038-06-30,21500.0,0.45,Italy (Serie A),Italian Serie A,2034-06-30,3.5,9,13,17,16,10,13,16,13,14,10,12,13,8,10,14,17,12,11,13,16,18,12,7,10,12,12,15,11,5,5,7,6,10,16,5,8,Ask,6.90,0 (2),Not set,- - -,2,0,Italy,1272.0,25.482546201232033,0.5174537987679672,2.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Endre Olav Rom,25,73,Resolute,5148,5.6,2036-11-30,33500.0,,Sweden (Premier Division),Swedish Premier Division,2033-05-14,3.4,13,12,6,14,11,14,15,15,13,8,15,14,15,16,13,8,14,11,13,12,15,12,8,17,14,13,10,10,6,8,6,5,15,14,7,9,Wnt,-,-,Not set,- - -,0,0,Sweden,695.0,23.354551676933607,1.6454483230663928,4.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Deivid Washington,29,72,Fairly Determined,7719,50.0,2036-06-30,210000.0,55.0,Italy (Serie A),Italian Serie A,2032-07-17,73.0,7,14,9,17,13,14,13,13,15,12,12,14,12,15,16,13,15,15,14,12,14,14,6,14,16,12,15,12,5,7,6,6,15,14,10,13,Lst,7.04,8 (7),Listed,- - -,15,1,Italy,542.0,26.530458590006845,2.4695414099931554,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bayron Triana,25,71,Fickle,3709,1.408,2035-12-31,5500.0,,Colombia (First Division),Colombian First Division,2034-07-08,0.925,7,13,10,13,7,12,14,15,14,4,8,8,8,12,13,14,9,13,13,12,14,14,11,15,15,11,8,5,1,1,5,1,14,8,5,7,,6.63,23 (6),Not set,- - -,29,0,Colombia,360.0,24.50444900752909,0.49555099247091033,2.0,469.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jhon Castañeda,26,72,Determined,3671,5.65,2036-12-31,14000.0,0.6,U.S.A. (MLS),Major League Soccer,2033-12-31,0.625,10,14,11,14,7,14,15,10,15,4,7,11,7,18,15,15,13,15,12,12,9,15,7,15,15,13,8,3,2,2,7,1,14,9,5,7,,-,-,Not set,- - -,0,0,U.S.A.,726.0,24.986995208761122,1.0130047912388775,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sisay Hailu,25,72,Fairly Professional,3403,0.6050000000000001,2036-06-30,15500.0,2.4,Italy (Serie A),Italian Serie A,2032-08-04,1.9,13,15,9,14,7,12,13,8,14,4,10,10,14,12,10,11,14,8,11,12,14,11,9,11,14,16,13,10,1,5,6,1,13,10,7,10,Wnt,6.89,0 (7),Not set,- - -,7,0,Italy,542.0,22.579739904175224,2.4202600958247777,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jan Bruin,26,70,Mercenary,3288,5.6,2038-06-30,13750.0,2.2,Netherlands (Eredivisie),Eredivisie,2034-07-29,1.8,11,14,8,16,7,14,14,10,16,4,9,13,12,15,16,16,4,15,11,10,14,16,8,13,15,13,12,6,1,6,8,3,13,7,3,10,Inj,6.85,14 (1),Not set,- - -,15,0,Netherlands,1272.0,25.561943874058862,0.4380561259411362,2.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
William Nicolai Wendt,28,67,Fairly Professional,3531,0.0,,,,Norway (First Division),Norwegian First Division,2034-01-23,0.725,12,12,9,12,10,13,10,8,14,8,11,9,11,14,13,12,3,12,12,7,13,13,4,12,12,10,11,5,1,3,4,4,10,8,13,8,Ctr,6.91,7 (16),Not set,- - -,23,0,Norway,,27.04996577686516,0.9500342231348392,4.0,441.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fréderic Soelle Soelle,29,75,Fairly Determined,3582,0.32999999999999996,2038-06-30,12000.0,0.185,Spain (First Division),Spanish First Division,2034-09-30,1.2,10,12,11,15,10,12,11,10,13,12,10,11,11,15,13,12,14,13,13,13,12,14,7,12,13,12,12,9,5,9,9,7,12,11,9,9,,6.48,0 (4),Not set,- - -,4,0,Spain,1272.0,28.734428473648187,0.2655715263518138,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Müjdat Özdemir,24,71,Perfectionist,7587,104.0,2039-06-30,140000.0,31.0,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-06-09,31.0,10,18,10,18,13,17,18,14,19,11,12,15,12,15,14,16,11,15,14,15,15,13,8,13,15,17,12,13,3,11,15,6,17,14,10,12,,7.30,20,Not set,- - -,20,0,France,1637.0,23.42505133470226,0.5749486652977412,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Leonel Galván,27,70,Fairly Professional,3579,11.45,2037-12-31,23000.0,,Brazil (First Division),Brazilian National First Division,2033-01-21,1.2,15,13,14,15,10,14,17,8,12,8,11,10,12,7,14,17,9,12,11,12,13,14,9,14,14,16,15,11,7,7,11,7,12,10,5,10,,-,-,Not set,- - -,0,0,Brazil,1091.0,25.04517453798768,1.9548254620123204,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rúben Ribeiro,26,70,Model Citizen,8995,190.0,2039-06-30,220000.0,62.0,England (Premier Division),English Premier Division,2034-12-01,66.0,8,17,10,18,13,16,17,8,16,9,14,16,15,15,18,14,7,17,14,15,15,17,10,17,17,13,11,13,4,11,10,6,17,14,15,14,,7.60,19 (1),Not set,- - -,20,0,England,1637.0,25.904175222450377,0.09582477754962354,0.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shaqueel van Persie,28,74,Fairly Determined,8274,165.0,2038-06-30,175000.0,22.0,Germany (Bundesliga),Bundesliga,2034-01-07,17.75,8,13,7,16,8,15,14,7,15,9,10,13,12,15,15,14,16,15,13,13,15,15,10,15,13,16,13,11,2,6,7,4,15,13,10,14,,7.20,7 (10),Not set,- - -,17,0,Germany,1272.0,27.006160164271048,0.9938398357289527,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sebastián Sotelo,26,71,Model Citizen,4461,79.0,2038-06-30,140000.0,52.0,England (Premier Division),English Premier Division,2033-09-01,67.0,8,14,11,16,11,16,16,10,17,11,11,18,9,15,15,14,12,12,12,12,13,11,10,15,10,15,9,9,5,11,14,4,17,15,7,8,,7.01,3 (9),Not set,- - -,12,0,England,1272.0,24.65571526351814,1.3442847364818618,0.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Higor Crestana,25,69,Driven,5958,51.0,2037-06-30,135000.0,21.5,England (Premier Division),English Premier Division,2033-08-20,21.5,10,15,9,15,11,13,15,14,17,9,11,14,14,19,18,14,3,16,16,12,15,14,11,16,17,15,8,11,1,8,11,3,16,13,10,12,,6.93,7 (12),Not set,- - -,19,0,England,907.0,23.62286105407255,1.377138945927447,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
William Gomes,28,69,Fairly Determined,5397,5.15,2037-12-31,45500.0,13.0,Brazil (First Division),Brazilian National First Division,2034-03-07,37.0,7,13,10,13,11,13,14,9,14,9,9,12,9,15,16,14,6,14,13,10,13,14,11,14,11,13,9,9,3,7,10,6,13,12,6,11,Wnt,-,-,Not set,- - -,0,0,Brazil,1091.0,27.16769336071184,0.8323066392881588,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adrián Payes,23,73,Professional,2739,0.88,2037-12-31,2100.0,1.9,Argentina (Premier Division),Argentine Premier Division,2033-08-04,1.6,9,10,11,13,7,12,15,11,13,7,12,13,9,13,13,11,14,11,12,11,16,15,8,12,8,14,15,8,2,3,11,2,13,13,7,9,Loa,-,-,Not set,- - -,0,0,Argentina,1091.0,21.579055441478438,1.4209445585215605,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matheus Reis,27,69,Resolute,6027,6.3,2036-12-31,46000.0,15.0,Brazil (First Division),Brazilian National First Division,2033-04-17,13.25,6,12,11,12,10,13,14,9,13,9,11,11,12,15,16,13,9,14,12,12,13,14,12,14,10,13,10,11,8,6,9,5,12,10,8,13,Wnt,-,-,Not set,- - -,0,0,Brazil,726.0,25.28062970568104,1.7193702943189597,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kauã Elias,28,72,Resolute,5856,72.0,2037-06-30,115000.0,13.25,England (Premier Division),English Premier Division,2032-07-05,13.25,8,16,11,15,12,15,15,11,16,10,11,11,12,15,16,14,13,15,14,12,14,16,7,14,15,14,13,12,3,10,7,5,14,12,5,12,,7.05,20,Not set,- - -,20,0,England,907.0,25.49760438056126,2.5023956194387407,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michael,24,68,Unambitious,2907,0.275,2035-12-31,3200.0,0.475,Colombia (First Division),Colombian First Division,2034-12-31,0.55,11,10,9,13,8,13,10,10,14,8,12,11,12,11,14,17,4,13,15,10,10,14,4,11,15,13,7,10,1,4,4,7,9,12,6,6,,6.88,32 (5),Not set,- - -,37,0,Colombia,360.0,23.98631074606434,0.013689253935660506,2.0,469.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pedro Henrique,22,70,Resolute,3565,4.1,2038-12-31,20500.0,5.75,Brazil (First Division),Brazilian National First Division,2034-07-27,4.8,12,14,9,13,9,12,15,5,13,5,8,11,8,15,14,11,7,13,16,9,15,16,7,14,16,12,8,8,3,7,9,3,16,10,9,9,,-,-,Not set,- - -,0,0,Brazil,1456.0,21.5564681724846,0.44353182751540043,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Thalys,29,72,Fairly Determined,4386,14.75,2037-12-31,25000.0,3.0,Brazil (First Division),Brazilian National First Division,2034-09-15,5.75,5,12,9,12,7,13,15,10,13,7,9,12,9,15,16,10,14,14,13,9,14,15,7,13,12,13,7,8,4,8,7,7,14,12,1,9,,-,-,Not set,- - -,0,0,Brazil,1091.0,28.693360711841205,0.3066392881587953,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Júlio César,26,72,Fairly Determined,4725,13.5,2037-12-31,31500.0,5.0,Brazil (First Division),Brazilian National First Division,2034-09-15,5.0,15,14,9,15,12,13,20,8,14,7,9,15,10,15,14,14,15,14,14,11,11,13,8,12,13,13,14,12,6,9,10,5,14,15,6,14,,-,-,Not set,- - -,0,0,Brazil,1091.0,25.693360711841205,0.3066392881587953,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jean Pierre Puerta,26,73,Fairly Determined,4068,4.05,2037-12-31,15750.0,0.75,Brazil (First Division),Brazilian National First Division,2032-04-04,0.75,11,12,19,15,9,13,16,8,13,6,6,9,10,15,14,16,15,12,13,13,14,14,7,13,14,14,10,7,3,1,11,1,14,10,6,8,,-,-,Not set,- - -,0,0,Brazil,1091.0,23.245722108145106,2.754277891854894,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Renzo Esposito,26,70,Fairly Professional,3501,6.1,2036-06-30,31500.0,1.0,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2031-06-14,2.4,12,14,6,14,5,10,14,2,12,6,16,9,12,13,13,15,6,13,14,12,16,13,8,14,16,12,10,10,3,4,6,2,14,10,6,6,Inj,6.75,14,Not set,- - -,14,0,France,542.0,22.438056125941138,3.561943874058864,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mitchell Sahetapy,26,70,Fairly Professional,3673,9.65,2038-06-30,38500.0,5.25,France (Ligue 2 BKT),Ligue 2 BKT,2034-06-10,5.25,10,10,8,12,7,12,15,3,14,5,9,11,10,13,17,16,7,14,13,13,15,15,7,13,13,12,7,10,2,5,7,3,15,9,3,14,,7.19,16,Not set,- - -,16,0,France,1272.0,25.42778918548939,0.5722108145106092,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jake Bolton,24,71,Realist,3090,0.0,,,,England,-,,2.9,7,13,9,13,8,15,15,10,15,7,13,15,10,14,12,15,11,12,12,13,14,13,9,12,13,12,9,11,3,7,6,5,15,10,8,12,Bid,-,-,Not set,- - -,0,0,England,,,,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michael Krüger,26,70,Perfectionist,2949,1.1,2038-06-30,6500.0,,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2034-07-21,0.5,15,14,10,12,17,9,13,8,12,9,12,9,16,15,14,15,8,11,15,14,15,10,8,7,16,11,9,7,2,7,4,5,12,7,10,6,,6.70,17,Not set,- - -,17,0,Netherlands,1272.0,25.540041067761805,0.459958932238193,4.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jakob Durst,26,67,Determined,2776,0.138,2037-06-30,6750.0,,Germany (Bundesliga 2),Bundesliga 2,2034-07-13,0.575,9,12,12,13,7,15,13,8,14,6,12,15,8,18,14,14,3,12,13,11,15,11,9,9,9,14,8,9,2,4,4,3,11,12,8,7,,-,0 (1),Not set,- - -,1,0,Germany,907.0,25.51813826146475,0.48186173853524983,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hüseyin Yağcı,26,75,Fairly Determined,3417,4.0,2037-06-30,8500.0,0.8,Türkiye (Super League),Turkish Super League,2033-12-25,1.5,13,12,8,14,5,12,17,9,13,4,7,8,11,15,14,16,15,15,13,13,13,14,2,15,13,13,8,9,1,7,7,3,16,7,4,9,,6.68,18,Not set,- - -,18,0,Türkiye,907.0,24.97056810403833,1.0294318959616702,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Recep Dilek,28,74,Fairly Determined,3216,0.6599999999999999,2036-06-30,4100.0,1.4,Türkiye (1. League),Turkish 1. League,2034-04-04,1.2,14,12,13,12,9,12,13,13,12,7,12,9,14,15,12,14,15,14,12,12,13,11,3,9,13,13,12,10,3,4,5,5,13,10,9,8,,6.79,11 (1),Not set,- - -,12,0,Türkiye,542.0,27.24435318275154,0.75564681724846,4.0,435.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
