Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Cyprus,Country_DR Congo,Country_Denmark,Country_England,Country_Finland,Country_France,Country_Germany,Country_Greece,Country_Hungary,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Paraguay,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Fayssal Harchaoui,28,70,Resolute,5784,7.3,2035-06-30,52000.0,1.9,Spain (First Division),Spanish First Division,2033-06-28,3.5,13,13,12,12,14,11,12,11,11,13,12,14,15,16,15,13,8,14,14,12,14,15,7,11,7,12,7,9,6,13,7,12,12,12,11,7,Inj,6.76,14,Not set,- - -,14,0,Spain,176.0,26.477754962354553,1.5222450376454484,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Axel Berardocco,20,70,Fairly Determined,5781,52.0,2038-06-30,35500.0,7.25,England (Premier Division),English Premier Division,2033-07-03,7.25,14,12,9,13,8,14,16,13,14,10,12,16,15,15,14,12,5,12,13,12,17,15,5,16,9,13,12,10,3,6,9,7,17,12,5,6,Loa,6.63,0 (4),Not set,- - -,4,0,England,1272.0,18.491444216290212,1.5085557837097878,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pablo Maia,32,70,Balanced,5777,,2036-06-30,125000.0,26.0,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-10-07,35.0,11,16,13,13,15,13,12,10,12,17,14,15,16,13,13,11,8,11,12,12,16,10,5,11,8,14,10,12,7,16,10,14,13,14,11,9,,7.42,25,Not set,- - -,25,0,Saudi Arabia,542.0,31.753593429158112,0.2464065708418891,3.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Marley Leuluai,28,71,Fairly Determined,5773,0.77,2037-05-31,10750.0,0.875,Scotland (cinch Championship),cinch Championship,2035-01-01,0.725,9,12,10,10,14,13,5,17,7,15,8,12,10,15,7,11,13,11,12,15,14,12,3,3,1,8,9,4,3,12,4,14,4,7,4,3,,-,-,Not set,- - -,0,0,Scotland,877.0,27.98904859685147,0.010951403148528405,4.0,405.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Michael Okeke,29,73,Resolute,5767,16.25,2037-06-30,19000.0,0.7,Portugal (Premier League),Portuguese Premier League,2034-03-19,1.1,10,12,8,12,11,16,12,13,9,11,6,16,12,16,15,12,15,12,12,9,13,12,5,11,8,16,8,12,1,10,6,12,13,14,8,5,,7.01,15,Not set,- - -,15,0,Portugal,907.0,28.200547570157426,0.7994524298425736,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carney Chukwuemeka,31,74,Fairly Determined,5763,3.5,2037-06-30,47000.0,20.0,England (Premier Division),English Premier Division,2034-08-03,35.0,10,13,14,15,10,12,15,10,11,10,9,11,12,17,13,12,13,14,13,13,12,15,4,11,10,13,10,11,4,7,4,10,13,14,6,6,Lst,6.56,1 (11),Listed,- - -,12,1,England,907.0,30.575633127994525,0.4243668720054757,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vladan Danilović,35,72,Balanced,5759,250.00175,2035-06-30,6500.0,,Bosnia & Herzegovina (Premier League),Bosnian Premier League,2033-08-11,1.1,12,13,13,12,15,12,12,9,12,12,12,12,13,13,7,11,13,7,9,10,12,8,5,4,11,12,11,9,3,13,8,14,11,12,8,7,,6.02,21,Not set,- - -,21,0,Bosnia & Herzegovina,176.0,33.59822039698837,1.4017796030116358,3.0,443.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joaquín Mosqueira,30,71,Fairly Determined,5759,4.65,2035-12-31,21000.0,6.25,Brazil (First Division),Brazilian National First Division,2031-09-17,6.75,9,14,14,12,13,13,6,13,13,13,12,14,13,17,12,14,9,14,14,12,13,14,9,10,10,12,10,12,7,13,11,12,10,12,9,11,,-,-,Not set,- - -,0,0,Brazil,360.0,26.698151950718685,3.3018480492813143,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Antonio Aranda,34,68,Spirited,5750,0.0275,2035-12-31,2800.0,,Norway (First Division),Norwegian First Division,2034-12-28,3.9,8,10,13,13,9,12,16,8,14,4,11,13,7,14,10,13,6,8,7,6,15,10,10,12,8,14,6,8,4,5,11,7,14,13,9,10,,7.11,16 (1),Not set,- - -,17,0,Norway,360.0,33.97809719370294,0.02190280629705681,4.0,441.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aritz Aldasoro,35,69,Resolute,5748,,2036-06-30,9500.0,0.525,Qatar (Stars League),Qatar Stars League,2033-09-25,3.1,15,12,13,12,14,13,13,13,12,14,15,13,17,16,8,12,10,11,12,9,16,9,11,10,11,12,8,12,6,12,8,12,13,13,11,11,,6.48,17,Not set,- - -,17,0,Qatar,542.0,33.72142368240931,1.2785763175906912,4.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Nicolás Capaldo,36,68,Fairly Determined,5744,0.0425,2035-06-30,30500.0,3.4,Austria (Premier Division),Austrian Premier Division,2033-01-01,3.4,11,13,15,12,13,12,13,6,13,12,14,12,16,15,8,10,7,9,10,4,18,9,7,5,8,13,10,6,3,13,4,13,14,13,10,11,,6.72,14 (5),Not set,- - -,19,0,Austria,176.0,33.99041752224504,2.0095824777549622,4.0,488.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gvidas Gineitis,30,74,Fairly Professional,5740,4.325,2035-06-30,28000.0,2.3,Russia (Premier League),Russian Premier League,2032-06-30,2.6,13,14,12,14,12,13,12,11,15,13,12,15,13,10,14,14,16,15,14,14,12,13,8,11,10,12,11,11,9,9,9,11,12,14,6,10,,7.35,17,Not set,- - -,17,0,Russia,176.0,27.4839151266256,2.516084873374401,4.0,454.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Benjamin Bouchouari,33,65,Fairly Determined,5720,1.265,2036-06-30,9250.0,,U.A.E. (Pro League),UAE Professional League,2034-07-18,0.85,12,14,14,12,12,12,13,8,12,10,12,14,12,15,11,12,7,10,8,4,14,10,8,12,7,13,7,12,4,5,8,6,14,13,5,13,Ask,6.74,18 (1),Not set,- - -,19,0,U.A.E.,542.0,32.53182751540041,0.4681724845995893,4.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Marcelo Palomino,33,66,Balanced,5718,0.275,2035-12-31,3500.0,0.575,U.S.A. (MLS),Major League Soccer,2033-12-07,0.65,11,13,8,14,13,12,14,6,13,8,11,15,10,10,11,13,6,10,8,8,13,12,14,12,9,13,7,10,4,6,9,5,14,13,13,12,,-,-,Not set,- - -,0,0,U.S.A.,360.0,31.921286789869953,1.0787132101300478,3.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Kevin Ortiz,34,69,Balanced,5689,0.55,2036-06-30,17500.0,,England (Sky Bet Championship),Sky Bet Championship,2034-07-13,2.0,17,12,17,8,13,12,9,17,11,12,14,12,15,10,11,13,7,10,11,11,13,11,6,8,8,11,11,9,8,12,6,14,12,12,5,8,Wnt,6.71,9 (11),Not set,- - -,20,0,England,542.0,33.51813826146475,0.48186173853524983,3.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Islam Chergui,25,74,Fairly Determined,5683,1.265,2037-06-30,5500.0,,Spain (First Division),Spanish First Division,2033-07-01,1.1,19,14,17,13,11,13,11,15,11,12,8,15,11,15,13,16,17,11,13,13,15,13,4,8,7,14,6,9,1,7,5,8,15,13,1,6,Unh,6.70,4 (14),Not set,- - -,18,0,Spain,907.0,23.48596851471595,1.514031485284052,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Joris Chotard,33,70,Fairly Professional,5663,,2036-12-31,30500.0,1.6,Norway (Premier Division),Norwegian Premier Division,2034-12-25,13.25,13,15,14,14,16,15,13,10,12,14,15,13,16,13,14,15,12,14,13,15,15,14,8,10,5,13,10,6,5,12,8,14,15,15,6,9,,-,-,Not set,- - -,0,0,Norway,726.0,32.969883641341546,0.030116358658453114,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dmitry Ponomarenko,25,72,Fairly Professional,5662,92.5,2038-06-30,120000.0,25.0,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-01-10,19.75,7,14,17,15,10,17,13,13,14,10,11,17,11,12,17,17,15,14,12,14,14,14,8,13,5,16,12,12,13,10,10,8,16,16,4,10,,6.77,22,Not set,- - -,22,0,France,1272.0,24.014373716632445,0.9856262833675564,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enzo Barrenechea,33,73,Resolute,5661,7.1,2037-06-30,65000.0,23.5,Portugal (Premier League),Portuguese Premier League,2035-01-04,30.0,14,16,13,15,12,14,13,11,11,14,12,14,13,15,11,13,15,11,11,10,14,9,11,10,9,13,11,9,4,11,10,12,16,16,13,13,,6.93,8 (5),Not set,- - -,13,0,Portugal,907.0,32.997262149212865,0.0027378507871321013,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yassine Kechta,32,67,Fairly Ambitious,5660,0.07100000000000001,2035-06-30,39000.0,0.0,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2032-01-08,2.4,14,13,14,13,9,16,14,8,13,11,14,15,16,14,12,12,4,10,12,6,15,11,9,14,8,15,5,9,4,6,7,12,14,14,9,8,,6.53,0 (6),Not set,- - -,6,0,France,176.0,29.007529089664615,2.9924709103353866,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matt O'Riley,34,74,Fairly Ambitious,5650,0.77,2036-06-30,8750.0,,Spain (First Division),Spanish First Division,2034-12-28,13.75,12,16,8,16,12,14,14,10,14,13,12,16,12,14,10,13,14,11,8,10,15,8,12,11,12,16,11,10,5,9,7,10,15,14,8,11,,6.59,1 (14),Not set,- - -,15,0,Spain,542.0,33.97809719370294,0.02190280629705681,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
César Araújo,33,70,Balanced,5648,,2036-12-31,4600.0,,U.S.A. (MLS),Major League Soccer,2034-12-14,11.5,13,15,12,13,12,13,13,14,12,12,14,13,13,14,11,13,8,7,9,8,14,9,12,9,8,13,9,14,5,12,12,12,15,15,7,13,,-,-,Not set,- - -,0,0,U.S.A.,726.0,32.93976728268309,0.06023271731690623,3.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Kristoffer Askildsen,33,75,Balanced,5643,0.115,2035-12-31,725.0,,Norway (First Division),Norwegian First Division,2034-03-22,4.2,13,12,12,11,14,12,13,12,12,13,12,11,13,13,7,10,14,8,10,9,13,8,3,7,9,11,10,11,3,12,5,11,10,12,9,4,,6.93,25,Not set,- - -,25,0,Norway,360.0,32.20876112251882,0.7912388774811773,3.0,441.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Federico Redondo,31,74,Fairly Ambitious,5638,7.8,2036-06-30,32000.0,,France (Ligue 2 BKT),Ligue 2 BKT,2034-07-01,12.75,12,13,11,11,13,12,12,13,15,12,12,13,14,4,13,13,13,13,13,12,15,12,10,9,12,14,12,12,5,13,9,12,12,16,5,9,,6.99,14 (2),Not set,- - -,16,0,France,542.0,30.485284052019164,0.5147159479808351,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Williams Alarcón,34,71,Balanced,5631,0.0,,15000.0,0.95,Argentina (Premier Division),Argentine Premier Division,2033-04-01,0.95,13,12,12,12,15,14,8,10,12,12,13,14,12,12,10,9,11,9,9,9,16,8,6,8,6,14,9,7,3,12,11,12,12,13,10,8,Trn,-,-,Not set,- - -,0,0,Argentina,,32.23682409308692,1.7631759069130732,3.0,490.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jonathan Asp-Jensen,28,73,Light-Hearted,5628,17.75,2037-06-30,46000.0,,Italy (Serie A),Italian Serie A,2033-08-02,1.3,11,13,10,12,11,12,16,10,13,12,12,16,12,15,15,13,13,12,14,11,15,14,13,13,10,14,7,12,2,11,15,10,15,14,11,12,,7.24,5 (7),Not set,- - -,12,0,Italy,907.0,26.573579739904176,1.4264202600958247,3.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Francis Onyeka,27,73,Fairly Determined,5619,23.0,2038-06-30,62000.0,6.75,Germany (Bundesliga),Bundesliga,2033-06-26,5.5,13,13,9,14,10,13,15,11,14,9,11,16,12,15,14,11,13,14,13,11,13,14,9,14,11,13,9,12,5,7,8,7,14,14,10,10,,6.96,17,Not set,- - -,17,0,Germany,1272.0,25.472279260780287,1.5277207392197125,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Phillip Polter,26,72,Fickle,5618,48.0,2037-06-30,120000.0,34.5,Italy (Serie A),Italian Serie A,2031-05-12,27.0,11,14,15,14,13,15,16,6,13,13,11,18,12,15,16,16,14,14,16,13,15,15,5,12,12,15,10,10,4,11,7,9,16,15,3,7,Lst,7.11,22 (1),Listed,- - -,23,1,Italy,907.0,22.347707049965777,3.652292950034223,2.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Naatan Skyttä,32,67,Resolute,5615,,2036-06-30,27000.0,,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-07-01,17.75,13,13,11,15,12,14,16,8,14,10,12,15,12,15,12,11,5,13,9,8,12,13,9,10,11,13,8,10,5,5,14,6,13,14,10,10,Inj,6.74,17,Not set,- - -,17,0,France,542.0,31.485284052019164,0.5147159479808351,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Arley de Souza,26,73,Spirited,5611,13.25,2037-12-31,27000.0,3.0,Brazil (First Division),Brazilian National First Division,2034-02-01,2.7,16,13,15,11,12,10,5,10,9,11,12,12,13,16,16,12,13,13,15,14,14,14,4,9,4,12,6,3,10,12,7,9,14,10,5,4,,-,-,Not set,- - -,0,0,Brazil,1091.0,25.07460643394935,0.9253935660506503,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Santiago Hezze,33,70,Fairly Professional,5611,4.15,2035-06-30,40500.0,,Spain (First Division),Spanish First Division,2034-06-11,3.4,15,14,14,11,14,14,11,12,12,14,16,13,17,13,14,12,8,12,12,9,16,10,5,10,9,13,10,9,5,14,8,14,13,12,7,7,,6.63,0 (15),Not set,- - -,15,0,Spain,176.0,32.43052703627652,0.5694729637234771,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Otso Liimatta,30,67,Fairly Professional,5609,3.6750000000000003,2036-12-31,9500.0,3.4,U.S.A. (MLS),Major League Soccer,2034-03-31,2.8,10,13,10,14,12,12,14,10,12,9,11,14,11,14,15,11,7,12,13,10,15,13,6,12,7,14,4,8,8,6,7,7,13,13,12,10,,-,-,Not set,- - -,0,0,U.S.A.,726.0,29.23340177960301,0.7665982203969883,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
