Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Argentina,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Denmark,Country_Ecuador,Country_England,Country_France,Country_Germany,Country_Greece,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Thailand,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Yuriel Celi,32,70,Balanced,6593,2.125,2036-06-30,24000.0,,Russia (Premier League),Russian Premier League,2034-07-03,5.0,13,9,13,14,9,13,13,13,13,8,10,15,10,11,11,13,10,11,9,10,10,12,11,10,8,13,11,13,6,9,11,7,14,16,14,14,,7.14,21 (1),Not set,- - -,22,0,Russia,542.0,31.49075975359343,0.5092402464065708,3.0,454.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Cesare Casadei,31,73,Perfectionist,6593,11.5,2036-06-30,31500.0,,Italy (Serie B),Italian Serie B,2034-01-06,13.75,9,14,11,15,10,12,12,11,14,9,10,15,12,14,13,13,14,11,12,10,14,14,9,11,13,14,14,14,4,7,11,10,13,13,12,9,Wnt,7.07,19,By request,- - -,19,1,Italy,542.0,30.003422313483917,0.9965776865160849,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lovro Zvonarek,29,71,Fairly Professional,6586,18.5,2037-06-30,38500.0,,Spain (First Division),Spanish First Division,2034-07-01,1.5,12,12,11,13,11,12,15,16,13,12,11,14,12,13,14,12,10,13,12,11,14,14,13,11,11,12,7,12,4,10,12,9,12,14,12,10,,6.83,4 (8),Not set,- - -,12,0,Spain,907.0,28.485284052019164,0.5147159479808351,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Paxten Aaronson,31,69,Fairly Determined,6552,,2038-12-31,72000.0,4.2,U.S.A. (MLS),Major League Soccer,2034-08-15,7.5,9,12,11,13,11,11,14,8,14,9,12,13,12,15,16,10,4,14,12,8,16,15,13,14,11,14,6,11,4,9,9,8,14,14,14,12,,-,-,Not set,- - -,0,0,U.S.A.,1456.0,30.60848733744011,0.3915126625598905,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Eljif Elmas,35,72,Fairly Ambitious,6516,0.138,2035-06-30,125000.0,,Qatar (Stars League),Qatar Stars League,2033-07-11,45.0,14,14,13,15,12,12,15,8,15,11,13,13,14,13,8,10,11,7,7,7,16,9,13,10,13,14,10,11,4,9,14,8,15,15,15,12,Ret,6.83,24 (1),Not set,- - -,25,0,Qatar,176.0,33.51334702258727,1.486652977412731,4.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ekanit Panya,35,66,Fairly Professional,6511,0.011,2035-06-30,8250.0,,Thailand (Thai League),Thai League,2033-05-12,0.7,10,13,10,13,11,12,16,8,12,8,12,14,11,14,9,5,7,6,7,6,14,9,11,9,12,12,5,9,1,6,12,7,13,13,11,13,Ret,6.47,16 (4),Not set,- - -,20,0,Thailand,176.0,33.34907597535934,1.6509240246406571,4.0,448.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sergio Arribas,33,68,Balanced,6505,1.2000000000000002,2035-06-30,22000.0,6.0,Spain (First Division),Spanish First Division,2034-06-06,6.0,9,12,9,11,11,13,17,7,13,11,13,15,12,6,12,12,6,9,9,9,10,13,13,10,13,14,5,13,4,7,15,4,15,14,8,14,Inj,6.71,5 (6),Not set,- - -,11,0,Spain,176.0,32.41683778234086,0.5831622176591376,3.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Benjamin Nygren,33,72,Fairly Loyal,6496,0.2625,2035-06-30,19500.0,,Netherlands (Eredivisie),Eredivisie,2034-08-07,4.0,9,14,10,13,14,13,13,7,14,9,8,13,11,12,12,11,12,10,9,9,13,12,9,11,12,13,9,11,4,6,8,5,13,14,11,11,,6.95,16 (1),Not set,- - -,17,0,Netherlands,176.0,32.58658453114305,0.4134154688569473,3.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Johan Rojas,32,71,Balanced,6477,3.35,2035-12-31,18750.0,3.0,Brazil (First Division),Brazilian National First Division,2032-12-31,7.25,8,14,10,13,12,13,13,5,14,9,12,15,11,12,13,12,11,11,12,10,13,12,10,10,11,15,6,10,6,4,5,3,13,13,7,10,,-,-,Not set,- - -,0,0,Brazil,360.0,29.987679671457904,2.0123203285420943,3.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mark Hughes,26,72,Driven,6477,23.0,2038-06-30,40500.0,9.5,Germany (Bundesliga),Bundesliga,2033-08-09,9.0,8,14,15,14,9,13,17,14,14,5,7,16,10,18,16,17,12,14,12,10,14,15,8,15,10,14,11,10,2,5,13,3,17,16,5,5,,6.61,4 (9),Not set,- - -,13,0,Germany,1272.0,24.5927446954141,1.4072553045859,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Muhammed Damar,30,73,Fairly Professional,6456,23.0,2037-06-30,51000.0,5.0,Türkiye (Super League),Turkish Super League,2034-09-22,8.0,11,13,10,14,11,13,18,8,15,9,12,16,11,14,15,14,14,13,12,11,15,14,14,13,12,14,7,14,5,11,15,9,15,13,13,12,,7.35,20,Not set,- - -,20,0,Türkiye,907.0,29.71252566735113,0.2874743326488706,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Jimi Tauriainen,30,73,Balanced,6452,6.5,2036-06-30,11500.0,,Portugal (Premier League),Portuguese Premier League,2031-07-01,0.975,15,12,10,12,13,11,14,14,12,9,9,12,12,14,13,12,14,15,13,11,13,15,11,10,10,12,5,13,5,8,10,9,13,11,10,9,,7.07,15 (1),Not set,- - -,16,0,Portugal,542.0,26.484599589322382,3.515400410677618,3.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Elliot Anderson,32,70,Balanced,6401,8.2,2036-06-30,66000.0,41.0,Belgium (Jupiler Pro League),Jupiler Pro League,2032-04-15,45.5,14,12,14,13,12,12,14,9,13,12,14,13,15,12,10,13,7,11,11,9,12,12,10,11,11,13,9,12,2,8,11,10,14,13,10,11,Lst,6.72,2 (12),Listed,- - -,14,1,Belgium,542.0,29.27583846680356,2.724161533196441,3.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adson,34,67,Balanced,6383,0.16,2035-12-31,22000.0,10.25,Brazil (First Division),Brazilian National First Division,2030-12-31,20.5,7,13,11,13,10,12,15,7,16,5,12,12,12,14,13,10,5,11,10,4,15,11,10,11,11,14,9,9,4,10,10,9,14,13,10,9,Lst,-,-,Listed,- - -,0,1,Brazil,360.0,29.98631074606434,4.01368925393566,3.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lei Lenton,26,69,Resolute,6376,73.0,2039-06-30,83000.0,54.0,Spain (First Division),Spanish First Division,2034-11-25,40.5,11,14,11,14,12,13,14,15,14,11,12,14,13,15,16,17,8,15,18,14,13,15,6,12,6,13,7,12,5,12,4,10,15,15,6,10,,7.21,23,Not set,- - -,23,0,Spain,1637.0,25.887748117727583,0.11225188227241616,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Khaled Razak,29,63,Fairly Determined,6374,16.25,2037-06-30,58000.0,13.25,Türkiye (Super League),Turkish Super League,2032-01-31,13.5,11,13,9,14,10,12,13,8,13,11,9,13,11,15,16,13,4,15,14,11,14,15,9,12,8,13,5,12,5,6,8,4,14,13,10,13,,7.19,26,Not set,- - -,26,0,Türkiye,907.0,26.07049965776865,2.9295003422313486,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Juan Pablo Torres,30,68,Fairly Determined,6354,8.7,2037-12-31,29000.0,,Argentina (Premier Division),Argentine Premier Division,2033-01-09,3.3,10,13,9,13,9,15,15,7,14,11,10,15,14,15,15,8,4,14,13,10,16,14,8,10,13,15,9,12,1,11,8,9,14,14,7,6,Wnt,-,-,Not set,- - -,0,0,Argentina,1091.0,28.012320328542096,1.9876796714579055,4.0,490.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lucio Rueda,26,69,Fairly Determined,6348,13.75,2038-12-31,51000.0,23.5,Brazil (First Division),Brazilian National First Division,2034-05-08,19.5,9,15,8,15,10,16,16,10,14,11,10,16,12,16,16,13,4,14,13,13,13,13,8,13,6,15,12,10,4,8,6,9,17,15,4,7,Wnt,-,-,Not set,- - -,0,0,Brazil,1456.0,25.33744010951403,0.6625598904859685,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Quinn Sullivan,30,71,Balanced,6348,19.25,2036-06-30,76000.0,,Italy (Serie A),Italian Serie A,2033-06-20,17.5,8,13,9,14,11,14,15,13,14,11,12,13,13,4,14,12,11,12,15,10,16,12,8,12,10,14,8,13,12,11,8,9,14,14,4,12,,7.14,16,Not set,- - -,16,0,Italy,542.0,28.455852156057496,1.5441478439425051,3.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Arsen Zakharyan,31,72,Ambitious,6342,,2036-06-30,13750.0,,Netherlands (Eredivisie),Eredivisie,2034-07-01,20.5,7,12,8,15,8,15,15,9,14,9,12,16,11,11,13,12,13,13,10,9,10,13,13,10,12,14,5,12,3,4,12,4,14,14,11,10,Ask,6.77,3 (3),Not set,- - -,6,0,Netherlands,542.0,30.485284052019164,0.5147159479808351,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emirhan İlkhan,30,69,Resolute,6328,21.0,2036-06-30,39500.0,7.0,Belgium (Jupiler Pro League),Jupiler Pro League,2032-09-14,13.5,9,14,10,14,11,14,16,10,14,8,12,14,14,15,15,13,6,14,13,11,15,13,7,14,12,13,7,12,3,5,7,7,14,13,7,11,,6.88,25,Not set,- - -,25,0,Belgium,542.0,27.691991786447637,2.308008213552361,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cristian Volpato,31,74,Balanced,6320,12.5,2036-06-30,72000.0,24.5,England (Sky Bet Championship),Sky Bet Championship,2033-07-02,28.0,9,14,11,14,10,13,18,5,13,5,11,15,12,14,16,14,12,13,12,12,12,12,15,14,12,16,8,12,4,5,13,4,16,15,14,14,Int,-,0 (2),Not set,- - -,2,0,England,542.0,29.48870636550308,1.51129363449692,3.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Odin Thiago Holm,31,71,Driven,6302,,2036-11-30,8250.0,,Sweden (Premier Division),Swedish Premier Division,2034-07-22,2.5,9,12,9,13,11,12,17,10,12,10,11,15,12,18,15,14,12,12,12,10,12,14,10,13,8,13,10,9,4,7,15,7,14,13,11,8,,-,-,Not set,- - -,0,0,Sweden,695.0,30.54277891854894,0.45722108145106094,4.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Morgan Gibbs-White,34,70,Balanced,6293,,2036-06-30,15250.0,0.039,Greece (Super League 1),Greek Super League 1,2034-01-01,42.0,12,12,10,15,12,14,16,9,14,10,12,15,13,14,7,11,9,7,4,4,13,8,13,9,10,15,8,10,4,5,11,8,15,14,10,11,,6.70,17 (8),Not set,- - -,25,0,Greece,542.0,32.98973305954826,1.0102669404517455,3.0,481.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emilio Kehrer,32,70,Fairly Determined,6288,1.31,2035-06-30,21500.0,2.0,Belgium (Jupiler Pro League),Jupiler Pro League,2030-09-09,1.7,7,11,10,13,11,12,14,12,14,9,11,12,12,15,14,12,6,13,10,8,14,12,11,12,11,13,8,10,2,9,9,6,14,11,16,12,Wnt,7.08,13,Not set,- - -,13,0,Belgium,176.0,27.676933607118414,4.323066392881588,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Parfait Guiagon,33,67,Ambitious,6262,1.045,2036-06-30,33000.0,,Denmark (3F Superliga),3F Superliga,2034-05-07,12.0,11,13,13,13,11,12,15,12,12,7,12,15,11,15,11,7,4,11,9,5,14,10,11,13,8,15,7,10,3,6,10,9,15,12,4,11,,7.07,13 (2),Not set,- - -,15,0,Denmark,542.0,32.3347022587269,0.6652977412731006,4.0,485.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sam Greenwood,32,71,Balanced,6259,1.1,2035-06-30,57000.0,1.5,England (Premier Division),English Premier Division,2033-03-25,3.7,14,12,12,13,11,9,13,10,13,8,11,12,13,14,11,12,9,11,11,8,13,12,12,11,14,12,8,11,2,7,13,9,15,13,13,11,Wnt,6.57,0 (11),Listed,- - -,11,1,England,176.0,30.217659137577,1.782340862422998,3.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marko Mladenović,29,69,Balanced,6250,5.55,2036-06-30,26500.0,8.5,Germany (Bundesliga 2),Bundesliga 2,2033-07-25,6.75,13,12,12,12,12,13,14,12,12,10,11,15,12,13,14,12,4,11,13,10,15,12,15,10,12,12,7,13,4,9,12,9,13,13,11,12,,6.95,19,Not set,- - -,19,0,Germany,542.0,27.55167693360712,1.4483230663928817,3.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gustavo Sá,30,73,Fairly Professional,6249,19.25,2037-06-30,55000.0,20.5,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-01-04,20.5,13,12,10,16,12,13,13,9,13,13,12,15,13,12,14,14,16,13,15,15,15,13,5,12,11,14,9,12,5,9,6,10,14,14,12,10,,7.22,8 (3),Not set,- - -,11,0,France,907.0,28.99794661190965,1.002053388090349,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Håkon Evjen,34,70,Fairly Professional,6232,0.0465,2035-06-30,14000.0,0.24,Denmark (3F Superliga),3F Superliga,2033-06-15,6.0,12,13,7,12,12,11,15,6,13,10,12,13,14,14,12,9,4,9,8,3,12,9,9,12,13,15,8,11,6,10,7,11,14,13,7,14,Ret,6.58,21,Not set,- - -,21,0,Denmark,176.0,32.44216290212184,1.5578370978781657,4.0,485.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dominik Yankov,34,71,Fairly Determined,6231,1.0499999999999998,2035-12-31,42500.0,1.6,U.S.A. (MLS),Major League Soccer,2033-12-31,1.6,12,13,10,12,10,12,15,10,15,10,12,13,12,16,13,11,9,10,9,7,14,12,13,11,12,14,7,10,4,8,13,9,13,14,14,11,,-,-,Not set,- - -,0,0,U.S.A.,360.0,32.98699520876112,1.0130047912388775,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Thulio,23,68,Resolute,6230,14.25,2039-12-31,37500.0,19.75,Brazil (First Division),Brazilian National First Division,2034-12-18,12.75,19,16,7,13,10,14,14,10,16,11,15,12,13,15,15,14,3,15,16,13,16,14,10,12,16,13,12,6,3,5,8,8,16,12,8,13,,-,-,Not set,- - -,0,0,Brazil,1821.0,22.95071868583162,0.049281314168377825,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
