Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_China,Country_Colombia,Country_Cyprus,Country_Czechia,Country_DR Congo,Country_England,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Honduras,Country_Hungary,Country_Italy,Country_Ivory Coast,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Musab Al-Juwair,31,70,Fairly Determined,5471,0.0045,,9750.0,,Norway (Premier Division),Norwegian Premier Division,2032-07-21,1.2,14,15,10,12,11,14,7,5,10,12,10,14,12,15,14,9,3,12,9,8,12,13,5,6,8,13,8,11,1,8,6,12,11,12,4,8,Int,-,-,Not set,- - -,0,0,Norway,,28.541409993155373,2.458590006844627,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fran Beltrán,35,65,Fairly Professional,5446,0.0025,2035-06-30,13000.0,0.15,Germany (Bundesliga 2),Bundesliga 2,2033-01-03,14.5,12,15,12,14,14,14,13,10,13,13,17,12,16,12,8,12,5,7,7,7,13,6,8,8,7,14,6,11,11,12,8,12,14,15,8,9,Wnt,-,-,Listed,- - -,0,1,Germany,176.0,32.9958932238193,2.004106776180698,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Felipe Amaral,31,69,Resolute,5444,,2036-12-31,28500.0,,Brazil (First Division),Brazilian National First Division,2033-07-10,25.0,10,13,12,13,15,14,12,10,13,15,12,15,12,15,14,12,8,13,15,12,15,13,6,10,6,13,9,10,6,13,9,13,13,13,4,9,,-,-,Not set,- - -,0,0,Brazil,726.0,29.510609171800137,1.4893908281998631,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Álvaro Sanz,33,67,Fairly Determined,5441,0.825,2036-06-30,23000.0,,Italy (Serie A),Italian Serie A,2034-07-01,13.5,16,14,14,11,14,13,9,10,11,14,15,12,14,15,9,14,5,11,9,10,16,10,7,7,7,12,7,8,6,12,6,12,12,14,7,10,,6.73,7 (5),Not set,- - -,12,0,Italy,542.0,32.48528405201917,0.5147159479808351,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jo Jin-Ho,31,68,Fairly Determined,5433,0.5225,2036-06-30,3300.0,0.245,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2033-05-06,2.3,15,11,12,16,11,8,14,7,12,6,12,14,14,16,15,8,4,13,9,5,10,15,7,12,9,14,8,6,4,5,10,6,15,14,4,8,Int,-,-,Not set,- - -,0,0,Netherlands,542.0,29.33264887063655,1.6673511293634498,4.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luka Hyryläinen,30,78,Resolute,5397,0.88,2036-06-30,13000.0,,Spain (First Division),Spanish First Division,2034-07-01,4.0,12,13,12,14,12,12,14,10,10,13,12,14,12,16,12,14,17,12,13,12,14,11,5,10,5,12,10,12,4,14,1,11,12,13,8,5,,6.80,11 (5),Not set,- - -,16,0,Spain,542.0,29.485284052019164,0.5147159479808351,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Victor Eletu,29,70,Fairly Professional,5395,3.8,2035-06-30,14750.0,4.2,England (Sky Bet Championship),Sky Bet Championship,2033-01-31,3.2,10,13,13,12,13,12,10,12,11,13,12,14,13,14,15,11,6,14,12,10,17,14,4,10,7,14,8,12,5,8,4,12,14,14,6,7,Wnt,6.85,26,Not set,- - -,26,0,England,176.0,27.072553045859,1.9274469541409993,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Andy Diouf,31,74,Fairly Determined,5389,0.06,2036-06-30,9250.0,,Italy (Serie B),Italian Serie B,2034-09-01,18.25,12,13,11,13,10,11,13,8,13,12,13,13,14,15,15,16,15,12,15,14,16,12,6,11,6,13,9,11,5,10,7,10,14,13,10,7,Wnt,7.05,1 (3),Not set,- - -,4,0,Italy,542.0,30.655030800821354,0.34496919917864477,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tunahan Ergül,34,72,Balanced,5374,0.0275,2035-06-30,1000.0,,Türkiye (1. League),Turkish 1. League,2034-08-05,0.525,11,13,11,13,12,12,13,13,12,13,13,14,14,14,8,10,11,6,9,6,14,8,9,9,10,14,10,10,3,11,8,12,13,14,10,7,Inj,7.10,19,Not set,- - -,19,0,Türkiye,176.0,33.58110882956879,0.4188911704312115,3.0,435.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Thomas Beelen,33,75,Balanced,5373,2.09,2036-06-30,12250.0,,Portugal (Premier League),Portuguese Premier League,2033-07-12,5.5,14,14,14,13,13,13,8,12,12,13,14,12,14,12,10,12,14,9,11,9,13,9,10,8,6,12,12,4,5,12,10,12,11,14,4,9,,6.89,13,Not set,- - -,13,0,Portugal,542.0,31.5160848733744,1.483915126625599,3.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Luiz Mandaca,33,70,Spirited,5368,1.0,2035-12-31,36000.0,3.9,Brazil (First Division),Brazilian National First Division,2033-07-08,4.7,9,14,13,13,13,13,11,8,13,13,12,11,14,15,10,10,8,9,12,9,13,10,5,10,9,12,12,9,6,12,6,13,13,13,7,9,Lst,-,-,Listed,- - -,0,1,Brazil,360.0,31.50513347022587,1.4948665297741273,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luke Le Roux,34,71,Perfectionist,5348,0.004,2035-06-30,9000.0,,Netherlands (Eredivisie),Eredivisie,2032-12-26,1.9,16,12,12,11,13,12,9,11,11,11,13,12,12,14,8,10,9,7,9,9,12,8,7,6,8,11,10,11,5,10,9,11,11,12,11,10,Lst,6.53,0 (3),Listed,- - -,3,1,Netherlands,176.0,31.973990417522245,2.026009582477755,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Armin Gigović,32,74,Balanced,5348,5.8,2036-06-30,24000.0,13.75,Italy (Serie B),Italian Serie B,2033-01-20,37.5,10,14,11,14,13,12,9,9,12,12,12,14,14,13,10,12,15,13,12,11,14,9,7,12,7,13,9,10,6,12,7,13,13,15,7,10,Wnt,7.05,17,By request,- - -,17,1,Italy,542.0,30.04243668720055,1.9575633127994525,3.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gabriel Villamil,33,70,Fairly Determined,5331,0.16499999999999998,2036-06-30,4900.0,,Portugal (Premier League),Portuguese Premier League,2034-07-01,6.5,5,13,13,12,12,13,8,14,12,13,11,12,13,15,8,6,10,9,9,10,15,9,10,7,11,11,10,12,8,13,7,12,16,10,7,11,,6.61,5 (10),Not set,- - -,15,0,Portugal,542.0,32.48528405201917,0.5147159479808351,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Lautaro López,29,73,Balanced,5321,7.1,2037-12-31,18500.0,1.5,Argentina (Premier Division),Argentine Premier Division,2034-10-19,3.9,12,14,6,13,10,15,13,12,10,15,12,16,10,11,12,12,12,11,13,11,13,12,6,11,5,15,8,12,3,14,6,12,13,14,10,4,,-,-,Not set,- - -,0,0,Argentina,1091.0,28.786447638603697,0.2135523613963039,3.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luis Umanzor,25,70,Fairly Professional,5299,3.05,2036-12-31,19250.0,0.9,Norway (Premier Division),Norwegian Premier Division,2033-08-06,0.675,9,13,6,15,7,12,16,12,11,9,8,16,10,13,13,16,6,11,13,11,16,11,8,13,9,15,6,8,5,6,10,6,16,16,7,6,,6.82,23 (14),Not set,- - -,37,0,Norway,726.0,23.584531143052704,1.4154688569472964,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nicolai Remberg,34,74,Driven,5280,0.041499999999999995,2035-06-30,7500.0,,Germany (Bundesliga 2),Bundesliga 2,2034-07-24,1.1,16,12,17,11,13,12,12,12,12,12,14,11,16,18,10,11,13,9,12,9,16,11,5,10,10,12,11,10,6,12,5,13,11,12,10,7,,6.67,5 (12),Not set,- - -,17,0,Germany,176.0,33.5482546201232,0.4517453798767967,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gianni Stensness,35,73,Balanced,5241,0.088,2036-06-30,650.0,0.15,Australia (A-League),Isuzu UTE A-League,2034-10-03,2.7,14,15,13,14,12,12,7,10,9,12,12,10,12,13,4,6,14,3,4,4,14,4,4,4,4,12,11,5,4,12,4,12,13,12,3,7,Ret,5.83,13,Not set,- - -,13,0,Australia,542.0,34.742642026009584,0.25735797399041754,3.0,434.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joaquín Parras,28,71,Determined,5225,9.45,2036-12-31,30000.0,8.5,Brazil (First Division),Brazilian National First Division,2032-01-25,13.75,14,14,9,16,9,15,11,7,12,12,11,17,13,19,13,12,10,14,13,12,13,11,4,9,8,16,7,10,1,12,6,12,13,15,4,8,,-,-,Not set,- - -,0,0,Brazil,726.0,25.05407255304586,2.945927446954141,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dani Lorenzo,31,69,Fairly Professional,5224,,2036-06-30,150000.0,12.25,Saudi Arabia (Saudi Pro League),Saudi Professional League,2032-01-08,19.5,13,14,10,12,14,16,15,13,12,14,12,15,14,14,14,14,7,13,12,10,13,12,13,12,12,15,12,11,6,12,9,13,14,15,13,13,,7.50,24,Not set,- - -,24,0,Saudi Arabia,542.0,28.007529089664615,2.9924709103353866,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Dudu,35,73,Fairly Sporting,5214,0.0055,2035-12-31,5500.0,,Brazil (Third Division),Brazilian National Third Division,2034-09-22,17.0,15,14,16,7,14,11,14,7,12,13,12,13,15,14,9,13,12,8,9,10,15,7,6,8,7,11,10,9,4,13,6,14,12,11,8,7,Unh,-,-,Not set,- - -,0,0,Brazil,360.0,34.71252566735113,0.2874743326488706,3.0,416.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nico Vidic,28,72,Balanced,5200,1.155,2036-06-30,15250.0,,Germany (Bundesliga 2),Bundesliga 2,2034-07-21,1.2,15,9,9,10,11,14,14,12,13,5,8,14,13,13,13,16,13,13,13,10,14,14,7,13,10,12,8,12,1,10,5,11,13,13,6,9,,6.81,1 (15),Not set,- - -,16,0,Germany,542.0,27.540041067761805,0.459958932238193,3.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sammy Braybrooke,30,67,Fairly Ambitious,5199,22.5,2036-06-30,97000.0,20.5,England (Premier Division),English Premier Division,2034-06-13,24.0,8,15,11,15,13,15,13,13,13,13,12,16,13,10,14,15,4,13,13,9,15,12,10,11,8,14,9,9,3,11,10,13,15,14,9,11,,6.66,5 (16),Not set,- - -,21,0,England,542.0,29.43600273785079,0.5639972621492129,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maximilian Dimitrijevski,28,71,Fairly Professional,5178,4.75,2036-06-30,18750.0,1.5,Germany (Bundesliga 2),Bundesliga 2,2032-07-26,1.3,13,12,9,14,8,15,10,12,9,12,12,14,13,14,14,12,13,13,12,13,15,11,5,8,7,15,9,9,2,12,5,13,13,16,1,10,,6.61,2 (17),Not set,- - -,19,0,Germany,542.0,25.555099247091032,2.4449007529089664,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gospodin Stavrev,24,73,Resolute,5170,6.0,2037-06-30,5000.0,2.8,Türkiye (Super League),Turkish Super League,2034-08-09,4.2,13,16,17,9,13,11,13,12,9,14,17,13,16,15,13,12,13,14,15,14,14,13,8,6,10,8,6,6,6,12,4,12,13,6,5,7,,6.91,18,Not set,- - -,18,0,Türkiye,907.0,23.592060232717316,0.4079397672826831,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Marciano Pereira,25,74,Fairly Professional,5169,41.0,2038-06-30,61000.0,16.25,England (Premier Division),English Premier Division,2033-07-01,45.0,10,14,11,14,14,16,9,18,14,12,12,14,15,14,12,18,16,13,15,14,15,14,7,11,5,15,9,11,5,12,7,12,18,14,5,9,,6.77,18,Not set,- - -,18,0,England,1272.0,23.48596851471595,1.514031485284052,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kamil Fidan,32,73,Fairly Determined,5162,,2036-06-30,9500.0,2.0,Netherlands (Eredivisie),Eredivisie,2033-07-01,0.725,9,14,8,14,12,12,14,9,12,11,12,16,12,15,12,11,12,11,13,10,12,13,6,9,5,14,6,8,1,9,6,8,15,12,9,8,,6.93,10 (10),Not set,- - -,20,0,Netherlands,542.0,30.48596851471595,1.514031485284052,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zidane Iqbal,31,71,Fairly Professional,5147,5.800000000000001,2036-06-30,28000.0,2.7,Russia (Premier League),Russian Premier League,2033-07-03,3.0,12,13,8,15,11,12,13,7,13,11,13,13,12,11,14,13,11,12,14,8,12,12,11,12,10,14,4,10,1,7,6,8,15,14,9,11,Int,6.72,15 (2),Not set,- - -,17,0,Russia,542.0,29.491444216290212,1.5085557837097878,4.0,454.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Eliot Matazo,32,69,Ambitious,5145,1.26,2035-06-30,45500.0,5.25,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2032-05-21,14.5,14,13,14,11,15,14,13,13,12,14,13,13,14,14,14,13,8,12,11,11,15,11,8,12,9,13,9,10,2,13,9,13,12,14,8,9,Opt,6.76,3 (9),Not set,- - -,12,0,France,176.0,29.374401095140314,2.625598904859685,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dani Ávila,27,70,Fairly Professional,5143,22.0,2038-06-30,54000.0,13.75,Portugal (Premier League),Portuguese Premier League,2033-07-12,13.75,12,17,11,16,14,15,13,15,14,16,12,17,12,14,13,16,9,13,14,12,16,13,6,12,7,13,11,12,3,14,5,13,15,15,9,7,,6.89,19,Not set,- - -,19,0,Portugal,1272.0,25.5160848733744,1.483915126625599,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Owen Otasowie,33,75,Fairly Determined,5139,,2036-12-31,4600.0,1.4,U.S.A. (MLS),Major League Soccer,2034-12-14,4.5,13,13,13,12,12,13,11,9,8,13,12,10,13,15,11,13,15,12,9,12,15,13,5,10,3,11,10,9,9,12,3,13,10,12,2,7,,-,-,Not set,- - -,0,0,U.S.A.,726.0,32.93976728268309,0.06023271731690623,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Leonel Mosquera,25,74,Fairly Determined,5139,5.9,2037-06-30,20500.0,6.5,Netherlands (Eredivisie),Eredivisie,2033-08-05,7.5,10,12,12,10,15,10,10,9,8,12,10,9,14,15,16,10,15,14,15,12,7,16,4,8,3,14,8,7,13,9,2,14,14,8,3,8,,6.58,1 (4),Not set,- - -,5,0,Netherlands,907.0,23.581793292265573,1.4182067077344285,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Abdoulaye Kamara,30,72,Fairly Determined,5130,3.25,2037-06-30,25000.0,,Italy (Serie A),Italian Serie A,2034-07-01,10.0,14,12,12,13,12,13,13,11,11,13,11,15,13,15,13,14,13,12,13,13,12,13,7,12,7,14,9,10,5,12,6,12,13,14,6,7,,6.77,8 (2),Not set,- - -,10,0,Italy,907.0,29.485284052019164,0.5147159479808351,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maico Quiroz,33,70,Balanced,5101,0.25,2035-06-30,10500.0,1.0,England (Sky Bet Championship),Sky Bet Championship,2033-07-10,14.0,14,14,8,13,12,14,7,12,13,12,12,14,12,5,11,11,8,10,11,11,12,8,5,10,7,13,8,10,4,12,6,12,13,14,6,8,Lst,-,0 (3),Listed,- - -,3,1,England,176.0,31.510609171800137,1.4893908281998631,3.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
