Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Angola,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Cape Verde,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Cyprus,Country_Czechia,Country_DR Congo,Country_Denmark,Country_Ecuador,Country_England,Country_Eq. Guinea,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Honduras,Country_Hungary,Country_Iran,Country_Ireland,Country_Israel,Country_Italy,Country_Ivory Coast,Country_Japan,Country_Mali,Country_Mexico,Country_Morocco,Country_N.Ireland,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Paraguay,Country_Poland,Country_Portugal,Country_Qatar,Country_Romania,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Slovenia,Country_South Africa,Country_Spain,Country_Sweden,Country_Switzerland,Country_Thailand,Country_Tunisia,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_Uruguay,Country_Venezuela,Country_nan
Daniel Peretz,34,75,Spirited,7731,10.0,2035-06-30,115000.0,33.0,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-07-11,60.0,12,14,13,15,13,12,10,14,3,14,12,15,15,15,14,12,17,9,11,11,14,9,2,11,2,12,7,3,2,4,2,10,12,14,13,2,Wnt,6.81,22,Not set,- - -,22,0,France,176.0,32.51334702258727,1.486652977412731,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Efe Altunkara,30,69,Fairly Determined,3352,9.75,2036-06-30,9000.0,,Belgium (Jupiler Pro League),Jupiler Pro League,2033-07-01,1.0,5,12,6,11,11,11,13,7,14,10,11,12,11,15,15,10,5,13,13,9,10,15,7,12,5,13,5,7,4,7,6,7,12,13,5,12,,7.12,25 (3),Not set,- - -,28,0,Belgium,542.0,28.48596851471595,1.514031485284052,4.0,491.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Julius Beck,29,70,Driven,4780,9.75,2036-06-30,39000.0,3.8,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2032-08-15,6.0,11,13,9,14,14,14,11,11,12,14,12,15,15,18,14,9,6,13,10,12,13,11,5,12,6,13,13,10,8,14,8,12,14,11,7,9,,6.58,3 (7),Not set,- - -,10,0,France,542.0,26.609856262833674,2.3901437371663246,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Selman Karakaş,26,70,Driven,4291,9.75,2036-06-30,35000.0,11.25,Belgium (Jupiler Pro League),Jupiler Pro League,2031-07-03,8.5,9,11,8,12,7,12,16,15,13,6,7,11,8,20,17,14,8,16,13,10,16,17,8,15,8,13,6,7,9,3,6,4,14,11,6,13,,7.11,26 (1),Not set,- - -,27,0,Belgium,542.0,22.490075290896645,3.509924709103354,4.0,491.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dire Mebude,30,74,Fairly Professional,4271,9.75,2037-05-31,6500.0,,Scotland (cinch Premiership),cinch Premiership,2032-12-08,2.2,5,9,9,10,7,11,13,13,11,8,11,10,6,10,15,11,12,15,9,8,10,16,12,12,10,13,9,5,5,5,5,4,13,11,8,13,,7.11,27,Not set,- - -,27,0,Scotland,877.0,27.924709103353866,2.0752908966461328,4.0,486.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carlos Aquino,25,67,Resolute,4259,9.75,2037-12-31,33500.0,11.25,Brazil (First Division),Brazilian National First Division,2033-07-28,12.5,10,10,7,8,11,13,10,13,11,12,12,7,13,15,19,13,5,17,13,11,16,15,1,11,5,10,5,9,10,10,1,12,13,10,4,9,,-,-,Not set,- - -,0,0,Brazil,1091.0,23.559890485968516,1.4401095140314852,4.0,493.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pellegrin,28,68,Fairly Determined,4480,9.75,2037-12-31,19750.0,2.5,Brazil (First Division),Brazilian National First Division,2033-12-18,4.3,7,15,10,11,15,13,13,12,12,12,12,13,12,15,16,14,8,14,12,11,13,14,7,12,6,13,10,8,11,12,2,12,12,11,4,11,,-,-,Not set,- - -,0,0,Brazil,1091.0,26.951403148528406,1.0485968514715949,4.0,493.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matheus Santos,26,69,Resolute,3761,9.75,2036-12-31,5250.0,4.4,Brazil (Second Division),Brazilian National Second Division,2034-03-07,4.4,6,12,4,11,5,12,13,15,13,4,12,9,10,15,17,11,6,16,14,11,18,15,3,14,7,14,5,6,2,2,4,1,13,10,7,11,,-,-,Not set,- - -,0,0,Brazil,726.0,25.16769336071184,0.8323066392881588,4.0,446.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brooke Norton-Cuffy,30,71,Balanced,4042,9.0,2036-06-30,28500.0,1.3,England (Sky Bet Championship),Sky Bet Championship,2033-06-17,1.3,10,11,12,10,10,10,13,9,9,12,12,7,12,13,15,12,12,15,10,12,13,14,8,10,7,11,9,8,10,9,4,10,10,10,5,12,Lst,6.94,0 (5),Listed,- - -,5,1,England,542.0,28.4476386036961,1.5523613963039014,3.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luka Sučić,32,73,Fairly Determined,8346,9.0,2035-06-30,175000.0,38.0,Spain (First Division),Spanish First Division,2031-10-09,32.5,4,15,13,12,13,13,14,11,16,9,12,14,13,15,14,13,13,15,13,13,14,14,11,14,11,14,11,13,3,8,11,8,16,14,8,12,Wnt,7.38,16,By request,- - -,16,1,Spain,176.0,28.758384668035593,3.241615331964408,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Wouter Goes,30,73,Balanced,4132,10.65,2036-06-30,35500.0,0.8,Germany (Bundesliga),Bundesliga,2033-03-09,11.0,15,12,14,12,15,15,12,16,8,15,12,14,13,11,10,14,15,11,12,12,14,10,5,8,5,12,13,6,5,12,5,12,12,14,7,7,,7.00,17 (1),Not set,- - -,18,0,Germany,542.0,28.17385352498289,1.8261464750171115,3.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wilson Moreno,23,71,Perfectionist,4358,10.65,2036-06-30,8500.0,1.2,Belgium (Jupiler Pro League),Jupiler Pro League,2031-01-31,0.825,9,13,11,11,8,9,15,14,12,5,10,9,14,18,16,12,12,16,13,11,11,12,6,10,7,10,3,8,7,4,5,8,14,10,6,12,Wnt,6.77,3 (10),Not set,- - -,13,0,Belgium,542.0,19.071184120465436,3.9288158795345653,4.0,491.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Henrique Araújo,32,72,Fairly Professional,6175,10.65,2036-06-30,34000.0,,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-05-24,2.4,14,14,13,14,13,13,14,12,15,7,11,12,13,14,13,13,12,13,13,12,13,13,6,11,16,14,12,10,9,5,6,7,14,12,14,11,Wnt,6.80,16,Not set,- - -,16,0,France,542.0,31.381245722108144,0.6187542778918549,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jair,29,78,Fairly Determined,5186,10.65,2035-12-31,5750.0,5.5,Brazil (First Division),Brazilian National First Division,2032-03-07,8.75,6,15,10,11,15,14,10,13,10,13,12,12,12,15,13,12,19,12,12,12,13,12,3,7,4,10,12,4,6,14,2,13,12,11,2,7,,-,-,Not set,- - -,0,0,Brazil,360.0,26.169062286105408,2.830937713894593,4.0,493.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nicholas Álamos,24,70,Perfectionist,6523,10.65,2038-06-30,24000.0,3.0,Germany (Bundesliga),Bundesliga,2033-09-01,4.7,8,14,7,13,9,14,16,12,16,6,12,16,15,15,14,11,5,12,15,13,14,11,11,15,12,15,10,9,8,6,15,5,16,15,10,12,,6.55,0 (8),Not set,- - -,8,0,Germany,1272.0,22.65571526351814,1.3442847364818618,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Karlo Takač,26,71,Resolute,3935,10.65,2037-06-30,13000.0,,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-07-01,3.1,9,10,17,12,6,9,16,8,12,6,8,11,10,15,18,15,13,16,12,12,17,14,10,15,7,12,8,10,5,3,11,1,14,13,9,11,,6.97,7 (3),Not set,- - -,10,0,France,907.0,25.485284052019164,0.5147159479808351,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matías Baldo,25,74,Fairly Determined,3737,10.65,2037-12-31,17500.0,6.25,Brazil (First Division),Brazilian National First Division,2034-03-07,8.0,7,14,10,16,10,13,13,14,14,13,13,17,12,15,13,16,13,12,14,12,16,12,4,9,5,13,8,11,2,11,5,8,16,15,7,9,,-,-,Not set,- - -,0,0,Brazil,1091.0,24.16769336071184,0.8323066392881588,4.0,493.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matteo Licata,26,72,Resolute,3855,10.65,2038-06-30,16250.0,7.75,Türkiye (Super League),Turkish Super League,2034-07-27,5.5,11,13,7,14,7,13,15,13,14,6,12,11,12,15,16,15,13,15,14,12,13,13,4,13,13,15,12,10,1,1,4,1,15,9,7,9,,7.05,5 (13),Not set,- - -,18,0,Türkiye,1272.0,25.5564681724846,0.44353182751540043,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Gustaf Fältén,26,68,Spirited,6019,10.65,2038-06-30,58000.0,15.25,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-09-01,15.25,16,12,18,10,14,14,12,11,12,14,12,10,12,16,16,18,8,13,14,13,17,15,6,10,6,9,7,7,12,10,1,12,13,12,3,12,,-,0 (1),Not set,- - -,1,0,France,1272.0,25.655030800821354,0.34496919917864477,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brad Witschge,21,70,Fairly Determined,3116,10.65,2038-06-30,5500.0,4.6,France (Ligue 2 BKT),Ligue 2 BKT,2034-01-31,1.7,19,11,16,11,10,16,15,14,10,9,11,15,8,15,17,16,9,15,10,10,13,12,7,11,6,13,5,7,3,10,2,5,15,14,6,4,,7.07,15,Not set,- - -,15,0,France,1272.0,20.071868583162217,0.9281314168377823,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kalum O'Kelly,20,70,Resolute,2911,10.65,2037-06-30,13250.0,2.4,England (Premier Division),English Premier Division,2033-01-31,2.0,5,11,7,8,10,12,11,10,10,8,11,10,15,15,15,13,8,13,15,10,8,16,3,9,4,10,5,5,4,9,2,11,14,8,5,9,Loa,6.60,0 (2),Not set,- - -,2,0,England,907.0,18.072553045859,1.9274469541409993,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rubens,26,71,Resolute,4304,10.65,2037-12-31,37500.0,4.3,Brazil (Second Division),Brazilian National Second Division,2034-08-17,14.75,16,13,9,12,9,16,14,6,13,10,12,12,11,15,14,16,12,13,13,11,12,14,7,11,8,14,8,11,1,7,6,11,15,15,3,8,,-,-,Not set,- - -,0,0,Brazil,1091.0,25.613963039014372,0.3860369609856263,4.0,446.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joseph Nduquidi,30,74,Fairly Determined,5603,10.65,2037-06-30,40500.0,4.6,Türkiye (Super League),Turkish Super League,2034-07-08,25.5,12,14,12,12,13,12,8,12,9,13,12,14,12,15,13,14,15,13,13,12,14,12,7,10,8,13,11,12,6,12,8,12,12,13,10,8,,6.98,21,Not set,- - -,21,0,Türkiye,907.0,29.50444900752909,0.49555099247091033,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Lazaros Tsimopoulos,23,67,Resolute,4702,9.65,2036-06-30,70000.0,11.0,Italy (Serie A),Italian Serie A,2032-02-01,12.75,18,13,17,13,11,12,9,12,12,10,16,13,15,15,20,12,4,15,17,13,16,12,8,11,10,12,10,13,6,11,9,11,15,13,6,10,Trn,6.81,12,Not set,- - -,12,0,Italy,542.0,20.073237508555785,2.926762491444216,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
