Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Cmd,Pun,TRO,Han,Thr,Ecc,Ref,Kic,1v1,Com,Aer,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Dri,Fir,Hea,Mar,Tck,Tec,Pas,Av Rat,Apps,Transfer Status,Inf,xGP/90,xGP,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Brazil,Country_China,Country_Denmark,Country_England,Country_France,Country_Germany,Country_Greece,Country_Hungary,Country_Italy,Country_Japan,Country_Mexico,Country_Netherlands,Country_Norway,Country_Portugal,Country_Qatar,Country_Saudi Arabia,Country_Scotland,Country_Serbia,Country_Spain,Country_Sweden,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_nan
Nicolás Claa,30,73,Fairly Determined,3327,1.7750000000000001,2038-12-31,16500.0,1.6,Brazil (First Division),Brazilian National First Division,2034-12-31,2.6,13,11,6,15,16,5,15,15,17,14,16,9,12,7,12,11,11,1,13,2,13,10,12,8,15,9,12,13,10,6,7,15,11,3,9,1,1,1,6,11,-,-,Not set,,-,-,- - -,0,0,Brazil,1456.0,29.98631074606434,0.013689253935660506,4.0,493.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Phillipe Gabriel,28,77,Resolute,3306,1.7750000000000001,2037-12-31,15000.0,0.35,Brazil (First Division),Brazilian National First Division,2034-09-01,0.675,12,11,12,12,14,10,13,12,16,11,17,5,13,12,12,12,13,8,11,10,12,10,12,10,15,13,13,17,12,14,14,13,12,7,8,8,1,3,7,10,-,-,Not set,,-,-,- - -,0,0,Brazil,1091.0,27.655030800821354,0.34496919917864477,4.0,493.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carlos Medina,27,73,Model Citizen,6015,1.7750000000000001,2037-06-30,20500.0,1.5,France (Ligue 2 BKT),Ligue 2 BKT,2034-08-05,5.75,11,5,9,12,11,1,14,12,14,13,14,11,11,10,12,12,14,3,12,1,13,14,14,11,14,13,11,11,13,10,10,15,14,3,6,1,3,2,8,8,6.83,15,Not set,,-0.30,-4.53,- - -,15,0,France,907.0,26.581108829568787,0.4188911704312115,0.0,450.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Finn Kotyrba,30,73,Fairly Determined,4373,2.875,2036-06-30,6750.0,1.7,Germany (Bundesliga 2),Bundesliga 2,2033-09-01,1.5,15,12,7,14,13,5,12,13,14,13,15,12,10,15,10,13,13,1,9,1,14,7,7,6,15,13,10,14,7,5,6,14,10,1,1,1,3,1,3,10,6.97,16,Not set,,0.00,0.00,- - -,16,0,Germany,542.0,28.65571526351814,1.3442847364818618,4.0,464.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kamil Grabara,35,77,Perfectionist,7132,2.5625,2035-06-30,155000.0,11.5,Germany (Bundesliga),Bundesliga,2029-05-18,14.75,15,13,14,13,17,13,15,13,17,15,16,17,14,17,15,14,14,2,9,2,15,12,13,10,18,10,11,16,6,8,10,12,6,4,8,6,3,2,8,13,6.71,16,Not set,Ret,0.24,3.84,- - -,16,0,Germany,176.0,29.365503080082135,5.634496919917864,4.0,497.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vincent Angelini,31,73,Fairly Determined,4513,1.5125000000000002,2036-05-31,14000.0,7.25,Scotland (cinch Premiership),cinch Premiership,2033-07-02,6.0,12,8,7,12,14,4,14,12,15,12,14,9,12,11,11,12,13,6,6,4,13,10,10,12,15,13,12,15,10,11,12,12,8,3,9,5,1,1,10,11,6.85,23,Not set,,0.02,0.50,- - -,23,0,Scotland,512.0,29.48870636550308,1.51129363449692,4.0,486.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Unai Marrero,33,75,Balanced,2945,0.55,2035-06-30,4600.0,,France (National),French National,2033-04-04,1.1,8,11,8,13,9,5,14,11,13,11,14,11,9,15,11,11,14,3,10,2,13,8,12,8,14,10,7,15,8,4,7,16,10,2,1,1,3,3,5,12,7.14,14,Not set,Wnt,0.19,2.53,- - -,14,0,France,176.0,31.245037645448324,1.754962354551677,3.0,378.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vladimir Stanojević,26,72,Fickle,2922,0.55,2038-06-30,16250.0,0.325,Italy (Serie A),Italian Serie A,2034-08-02,0.85,12,9,6,14,13,9,12,13,13,13,13,13,12,12,11,15,14,2,8,3,14,5,13,6,11,13,11,11,12,9,12,12,8,2,8,1,2,1,7,11,7.30,3 (1),Not set,Wnt,0.55,2.11,- - -,4,0,Italy,1272.0,25.572895277207394,0.4271047227926078,2.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anthony Patterson,34,73,Spirited,4525,2.2875,2035-06-30,120000.0,30.5,England (Premier Division),English Premier Division,2032-02-29,22.5,13,12,10,13,13,5,14,12,15,12,14,15,15,13,15,15,12,3,13,2,15,9,11,11,16,11,12,15,8,9,11,8,8,3,11,1,3,2,11,11,6.84,7,Not set,,0.07,0.47,- - -,7,0,England,176.0,31.149897330595483,2.8501026694045173,4.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jeimes,33,74,Fairly Professional,3292,0.275,2035-12-31,11500.0,0.675,Brazil (First Division),Brazilian National First Division,2032-09-08,0.55,10,11,13,11,12,5,12,10,11,12,16,5,15,10,12,12,10,2,12,2,12,11,11,13,6,9,12,15,8,9,10,15,8,1,10,10,2,1,8,10,-,-,By request,Req,-,-,- - -,0,1,Brazil,360.0,30.675564681724847,2.324435318275154,4.0,493.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Radek Vítek,31,78,Fairly Ambitious,3512,2.425,2037-06-30,27000.0,1.1,England (Sky Bet Championship),Sky Bet Championship,2033-09-19,2.5,13,14,13,12,13,10,14,12,16,11,19,8,14,11,12,13,10,1,8,1,15,10,8,8,14,12,12,19,10,10,13,8,10,2,10,3,1,1,10,13,7.00,5 (2),Not set,Wnt,0.01,0.08,- - -,7,0,England,907.0,29.704996577686515,1.2950034223134839,4.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jakub Stolarczyk,34,76,Fairly Professional,3881,2.225,2035-06-30,23000.0,4.5,England (Sky Bet Championship),Sky Bet Championship,2033-07-22,6.75,14,11,12,13,14,8,16,14,16,13,15,5,13,12,12,9,12,1,15,12,13,12,12,14,14,11,12,15,11,8,11,7,10,1,7,3,1,1,12,13,6.83,26,Not set,Bid,-0.01,-0.24,- - -,26,0,England,176.0,32.54346338124572,1.4565366187542779,4.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gaëtan Poussin,35,72,Spirited,5601,1.375,2035-06-30,55000.0,15.75,England (Premier Division),English Premier Division,2033-04-11,21.5,13,12,16,14,16,14,16,13,17,16,15,8,16,15,12,14,13,2,15,2,14,11,13,10,16,10,9,14,5,8,12,13,6,1,11,2,1,1,10,12,6.50,21,Not set,Wnt,-0.23,-4.90,- - -,21,0,England,176.0,33.26420260095825,1.7357973990417521,4.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marc Sanmartín,24,73,Driven,3372,2.52,2036-06-30,10000.0,0.425,England (Sky Bet Championship),Sky Bet Championship,2033-08-11,1.2,13,11,8,12,13,5,16,9,12,13,14,8,14,8,9,13,13,3,15,2,15,14,7,14,19,13,11,15,11,13,14,13,9,3,8,1,2,3,10,11,6.76,23,Not set,Wnt,-0.08,-1.88,- - -,23,0,England,542.0,22.598220396988363,1.4017796030116358,4.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Samuel Soares,32,75,Resolute,4655,1.3199999999999998,2035-06-30,41500.0,5.0,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2032-06-13,4.7,11,10,15,12,14,15,14,16,15,12,16,11,13,12,13,10,12,11,8,8,13,11,14,11,15,14,13,16,12,12,12,16,12,3,10,5,2,3,11,13,6.50,17,Not set,Wnt,-0.51,-8.68,- - -,17,0,France,176.0,29.437371663244353,2.5626283367556466,4.0,496.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deniz Dilmen,29,78,Fairly Determined,3095,1.3199999999999998,2037-06-30,11750.0,1.1,Türkiye (Super League),Turkish Super League,2034-09-15,2.1,13,8,6,12,14,3,12,13,15,12,16,11,13,12,11,10,11,3,12,1,14,10,12,11,15,12,13,18,11,11,15,13,8,1,9,2,2,3,12,11,6.50,2,Not set,Inj,-0.83,-1.28,- - -,2,0,Türkiye,907.0,28.693360711841205,0.3066392881587953,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Yuji Kuwahara,24,74,Professional,3644,1.265,2038-06-30,23500.0,1.4,Germany (Bundesliga),Bundesliga,2034-07-29,1.4,12,9,7,9,13,17,13,12,15,10,14,5,11,12,9,12,12,2,14,2,13,12,12,9,14,16,16,13,12,11,13,8,13,2,8,1,1,1,7,11,6.71,19,Not set,,-0.04,-0.66,- - -,19,0,Germany,1272.0,23.561943874058862,0.4380561259411362,4.0,497.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Milán Czakó,28,73,Balanced,4054,0.23,2037-06-30,5750.0,,Netherlands (Eredivisie),Eredivisie,2033-09-01,0.5,13,12,10,12,10,11,13,12,13,13,14,8,13,14,11,10,14,3,9,2,12,7,10,6,6,9,9,13,8,7,10,13,10,2,5,1,1,1,4,12,-,-,Listed,Lst,-,-,- - -,0,1,Netherlands,907.0,26.65571526351814,1.3442847364818618,3.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Timo Schlieck,28,77,Fairly Professional,3406,2.51,2036-06-30,22500.0,0.875,Italy (Serie A),Italian Serie A,2033-07-01,1.4,11,12,7,13,14,5,14,13,14,13,18,13,14,11,10,11,14,2,9,1,15,7,9,7,14,16,12,17,11,9,9,15,10,2,3,1,2,3,8,13,6.38,20,Not set,Inj,-0.21,-4.02,- - -,20,0,Italy,542.0,26.48596851471595,1.514031485284052,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rüzgar Adıyaman,28,73,Fairly Determined,3273,2.26,2038-06-30,25500.0,1.4,Germany (Bundesliga 2),Bundesliga 2,2034-12-24,1.4,13,10,12,13,14,6,15,14,15,12,15,6,14,8,12,13,12,6,6,5,14,11,13,10,16,14,14,15,10,12,12,12,12,1,11,1,2,1,12,14,7.10,15,Not set,Inj,0.40,5.87,- - -,15,0,Germany,1272.0,27.967145790554415,0.03285420944558522,4.0,464.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sander Tangvik,32,76,Fairly Professional,4661,1.2100000000000002,2035-06-30,22500.0,4.7,England (Sky Bet Championship),Sky Bet Championship,2033-09-01,4.3,15,11,9,12,13,5,12,13,14,12,14,7,12,12,15,13,13,2,9,3,14,13,17,10,13,14,11,15,12,9,12,12,9,2,12,6,1,1,11,12,6.00,1 (1),Not set,Inj,-1.44,-2.68,- - -,2,0,England,176.0,30.65571526351814,1.3442847364818618,4.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Caoimhin Kelleher,36,74,Spirited,6144,1.2100000000000002,2035-06-30,46500.0,,England (Premier Division),English Premier Division,2034-07-09,20.0,13,11,13,14,15,8,16,14,17,12,15,14,15,13,14,12,14,3,8,3,13,12,13,12,15,10,12,14,8,5,7,13,9,3,14,8,3,3,14,14,7.40,3,Not set,Ret,0.75,2.07,- - -,3,0,England,176.0,35.507186858316224,0.4928131416837782,4.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
José Luis Carreño,26,72,Resolute,3159,0.41,2036-06-30,18250.0,0.25,England (Sky Bet Championship),Sky Bet Championship,2034-07-28,4.3,13,9,15,13,11,3,13,9,13,11,13,6,12,11,10,12,15,1,10,3,13,11,11,9,15,16,13,13,9,9,10,13,10,1,9,1,2,3,11,9,6.83,3,Not set,,-0.38,-1.08,- - -,3,0,England,542.0,25.55920602327173,0.4407939767282683,4.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sem Westerveld,32,75,Balanced,3837,0.41,2035-06-30,19500.0,2.1,France (Ligue 2 BKT),Ligue 2 BKT,2033-04-02,2.0,11,14,15,14,13,5,13,10,14,12,16,5,12,14,13,12,8,1,14,3,16,8,12,11,14,11,11,16,12,8,7,8,11,2,11,2,3,2,7,13,6.54,13,Not set,Wnt,-0.40,-4.34,- - -,13,0,France,176.0,30.239561943874058,1.7604380561259412,3.0,450.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carlos Andrade,24,74,Fairly Professional,2940,1.155,2038-06-30,18750.0,0.825,France (Ligue 2 BKT),Ligue 2 BKT,2034-09-01,0.875,11,6,11,13,13,8,15,10,15,12,14,7,11,10,10,15,14,1,11,2,12,12,8,11,11,16,17,15,11,11,12,14,11,1,6,1,3,2,7,10,6.72,13,Not set,,0.32,4.20,- - -,13,0,France,1272.0,23.655030800821354,0.34496919917864477,4.0,450.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jamie Cumming,35,74,Determined,4512,1.1,2035-06-30,34500.0,,England (Sky Bet Championship),Sky Bet Championship,2033-07-01,14.0,13,3,11,14,15,3,16,15,16,12,14,7,13,13,13,13,12,3,9,1,14,11,11,11,18,9,8,12,6,7,6,15,7,3,12,1,2,3,11,13,6.99,27,Not set,Wnt,0.24,6.59,- - -,27,0,England,176.0,33.48596851471595,1.514031485284052,4.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luca Petzold,33,74,Balanced,4952,1.1,2036-06-30,4300.0,,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2033-07-01,0.65,12,5,5,11,12,7,14,12,13,9,14,11,13,14,12,13,15,1,10,2,8,8,9,6,13,15,9,14,8,4,7,11,12,3,3,1,1,2,7,7,6.92,8,Not set,,0.30,2.54,- - -,8,0,Netherlands,542.0,31.48596851471595,1.514031485284052,3.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Kerem Matışlı,27,77,Resolute,3387,1.1,2036-06-30,13000.0,,Germany (Bundesliga),Bundesliga,2032-07-01,1.2,13,8,11,12,12,3,14,13,16,12,15,12,14,12,12,14,8,8,7,5,14,12,11,11,16,14,12,17,8,11,11,14,10,3,10,2,1,2,9,13,-,-,Not set,,-,-,- - -,0,0,Germany,542.0,24.48665297741273,2.513347022587269,4.0,497.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adriel,33,77,Balanced,3192,1.1,2035-12-31,8500.0,0.925,Brazil (Second Division),Brazilian National Second Division,2034-02-02,1.5,10,13,9,12,13,5,13,14,13,9,16,13,12,14,12,12,11,1,8,4,11,10,11,7,14,11,8,19,8,4,12,12,9,3,11,5,2,1,11,12,-,-,Not set,,-,-,- - -,0,0,Brazil,360.0,32.07734428473648,0.9226557152635181,3.0,446.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Juan Pablo Zozaya,33,74,Fairly Determined,4347,1.1,2035-12-31,17000.0,6.5,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2032-01-20,6.0,15,11,8,12,14,5,12,16,16,13,11,13,12,12,12,10,16,3,15,1,12,9,9,9,15,10,9,15,11,3,9,9,11,3,5,1,3,3,8,11,6.62,16,Not set,,-0.16,-2.31,- - -,16,0,France,360.0,30.0403832991102,2.9596167008898013,4.0,496.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kjell Scherpen,34,80,Balanced,5032,1.1,2036-06-30,28500.0,3.3,Belgium (Jupiler Pro League),Jupiler Pro League,2034-01-03,11.25,13,8,8,13,12,7,15,13,15,10,18,9,12,11,14,12,13,2,10,1,12,11,13,13,14,9,12,19,10,10,14,14,6,1,11,7,3,3,6,8,6.85,25,Not set,Wnt,-0.16,-3.90,- - -,25,0,Belgium,542.0,32.99520876112252,1.0047912388774811,3.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alban Lafont,35,76,Fairly Sporting,6142,1.045,2035-06-30,24000.0,4.3,Spain (First Division),Spanish First Division,2033-12-29,17.25,13,12,14,14,15,7,15,13,16,15,14,7,14,12,13,13,12,7,13,2,15,11,14,11,14,10,13,16,8,8,8,15,7,1,12,1,3,2,10,13,6.56,16,Not set,,0.14,2.22,- - -,16,0,Spain,176.0,33.98151950718686,1.0184804928131417,3.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cristopher Fiermarin,37,74,Fairly Determined,5759,0.37,2036-12-31,3700.0,1.9,U.S.A. (MLS),Major League Soccer,2034-12-12,1.8,14,5,13,8,15,6,14,14,15,13,12,15,13,15,12,13,14,2,6,2,13,9,12,9,16,7,7,15,4,2,3,8,6,2,11,1,3,1,8,13,-,-,Not set,Ret,-,-,- - -,0,0,U.S.A.,726.0,36.93429158110883,0.06570841889117043,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Đorđe Petrović,35,76,Fairly Professional,7482,0.99,2035-06-30,105000.0,13.75,England (Premier Division),English Premier Division,2033-04-03,18.25,13,13,10,13,15,9,17,14,16,13,15,8,14,10,14,13,14,3,3,3,16,12,13,12,9,9,12,16,8,7,9,13,7,1,12,1,1,2,12,13,6.72,3 (2),Not set,Inj,-0.31,-1.13,- - -,5,0,England,176.0,33.24229979466119,1.757700205338809,4.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Herman Lindmark,26,77,Resolute,3329,0.99,2038-06-30,31500.0,2.1,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-09-01,3.5,13,6,9,13,12,19,14,15,14,14,17,6,12,10,9,14,13,3,13,1,13,10,12,12,16,14,14,17,11,13,13,12,11,2,7,1,2,3,10,9,6.60,3,Not set,,-0.10,-0.29,- - -,3,0,France,1272.0,25.655030800821354,0.34496919917864477,4.0,496.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Elías Rafn Ólafsson,34,79,Balanced,7114,0.99,2035-06-30,57000.0,13.25,Italy (Serie A),Italian Serie A,2033-08-19,19.0,14,7,7,13,13,13,14,10,16,12,19,10,13,11,12,12,13,3,8,1,12,11,10,10,14,12,9,18,7,3,12,11,9,2,10,9,2,2,11,10,6.55,1 (2),Not set,,-0.47,-0.61,- - -,3,0,Italy,176.0,32.620123203285424,1.379876796714579,3.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jonathan Fischer,33,78,Balanced,2759,0.33999999999999997,2035-12-31,6000.0,,Denmark (NordicBet Liga),NordicBet Liga,2034-10-03,0.55,11,8,12,11,11,9,12,7,13,10,17,6,12,11,12,12,10,2,8,1,11,6,10,9,4,11,9,15,6,6,7,13,9,1,8,1,3,3,6,7,7.04,22,Not set,,0.00,0.00,- - -,22,0,Denmark,360.0,32.742642026009584,0.25735797399041754,3.0,406.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Elias Bördner,32,74,Balanced,3728,0.33999999999999997,2036-06-30,11250.0,0.45,England (Sky Bet Championship),Sky Bet Championship,2033-01-18,0.675,13,9,5,13,12,5,13,12,13,12,13,13,12,12,13,12,14,3,14,3,13,8,10,8,14,11,11,13,6,4,7,15,9,2,7,1,1,1,6,13,-,-,Not set,ESC,-,-,- - -,0,0,England,542.0,30.036960985626283,1.9630390143737166,3.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Manuel Gasparini,32,75,Fairly Professional,4366,0.9349999999999999,2035-06-30,18000.0,1.6,England (Sky Bet Championship),Sky Bet Championship,2034-06-28,1.6,13,10,10,13,14,4,15,14,14,15,16,9,13,11,12,12,12,2,13,3,15,14,13,12,14,14,10,17,9,10,12,12,13,3,7,5,1,1,8,9,6.64,25,Not set,ESC,-0.09,-2.21,- - -,25,0,England,176.0,31.477070499657767,0.5229295003422314,4.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pablo Cuñat,32,74,Balanced,3639,0.88,2036-06-30,10250.0,0.625,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-05-23,0.65,14,7,5,16,12,5,14,14,14,12,15,11,10,14,12,12,14,1,2,3,10,8,9,8,6,11,9,17,10,4,7,13,11,2,1,1,2,3,5,11,6.57,18,Not set,,-0.14,-2.47,- - -,18,0,France,542.0,31.378507871321013,0.621492128678987,3.0,496.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Robin Lisewski,28,77,Fairly Determined,4117,0.88,2037-06-30,18000.0,0.85,Germany (Bundesliga),Bundesliga,2033-08-06,1.1,13,11,11,11,12,8,12,11,14,13,17,6,13,12,11,13,14,1,5,1,14,6,15,7,16,9,12,16,13,7,10,10,12,3,4,1,2,3,7,11,6.50,2 (1),Not set,Wnt,0.31,0.67,- - -,3,0,Germany,907.0,26.584531143052704,1.4154688569472964,4.0,497.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
